order_id,customer_id,material_id,machine_id,product_id,customer_name,layer_count,surface_finish,start_date,end_date,deadline_date,shipping_date,quantity_requested,quantity_started,quantity_scrapped,quantity_remade,quantity_shipped,material_cost_usd,labor_cost_usd,maintenance_cost_usd,sales_price_per_board_usd,production_duration_days,is_delayed,delay_days,remake_needed,scrap_reason
ORD-1318,CUST-0041,MAT-003,MC-004,PROD-020,DigitalMulti,10,Hard Gold,7/18/2023,7/28/2023,8/14/2023,8/16/2023,29,36,2,0,29,25.67,58.01,24.07,55.33,10,1,2,0,AOI defect
ORD-1319,CUST-0259,MAT-005,MC-011,PROD-021,ConnectSA,12,ENIG,1/21/2023,1/29/2023,2/26/2023,1/29/2023,44,54,3,0,44,21.68,130.19,67.43,114.27,8,0,0,0,Delamination
ORD-1320,CUST-0122,MAT-006,MC-034,PROD-027,SysTechnologies,16,HASL,10/15/2023,11/2/2023,11/10/2023,11/2/2023,60,69,6,0,60,134.76,124.04,70.76,46.23,18,0,0,0,Drill offset
ORD-1321,CUST-0236,MAT-004,MC-015,PROD-038,Tech Group,24,OSP,4/17/2023,5/10/2023,5/19/2023,5/10/2023,26,30,4,0,26,52.78,108.55,38.1,101.3,23,0,0,0,Short circuit
ORD-1322,CUST-0289,MAT-003,MC-007,PROD-043,Inno Layer Electronics,30,OSP,7/22/2023,8/3/2023,8/28/2023,8/3/2023,49,61,0,0,49,89.99,117.76,46.03,112.2,12,0,0,0,
ORD-1323,CUST-0047,MAT-001,MC-035,PROD-042,PCBTechnologies,30,HASL,7/11/2023,8/6/2023,8/12/2023,8/6/2023,43,52,4,0,43,30.39,107.95,33.21,68.8,26,0,0,0,Delamination
ORD-1324,CUST-0281,MAT-005,MC-013,PROD-002,Meta Assembly Global,4,HASL,6/13/2023,6/24/2023,7/17/2023,7/19/2023,20,25,1,0,20,22.17,92.31,28.4,115.47,11,1,2,0,Over-etch
ORD-1325,CUST-0118,MAT-005,MC-008,PROD-006,Rapid Electronics,6,ENIG,10/18/2023,10/26/2023,11/26/2023,10/26/2023,52,64,0,0,52,64.47,111.95,64.0,60.5,8,0,0,0,
ORD-1326,CUST-0111,MAT-002,MC-010,PROD-009,Global Net SA,6,Immersion Gold,5/19/2023,6/10/2023,6/18/2023,6/10/2023,45,55,7,0,45,54.63,90.18,30.35,86.1,22,0,0,0,Delamination
ORD-1327,CUST-0059,MAT-006,MC-007,PROD-036,BetaTech,24,ENIG,2/2/2023,2/16/2023,2/27/2023,2/16/2023,41,49,1,0,41,29.15,92.54,43.86,85.19,14,0,0,0,AOI defect
ORD-1328,CUST-0150,MAT-005,MC-032,PROD-045,NetGmbH,30,Hard Gold,5/23/2023,6/18/2023,6/19/2023,6/17/2023,34,39,3,0,34,88.19,70.1,24.97,78.07,26,0,0,0,Drill offset
ORD-1329,CUST-0341,MAT-002,MC-012,PROD-037,SysGmbH,24,HASL,9/18/2023,9/29/2023,10/17/2023,9/29/2023,45,53,2,0,45,45.1,96.03,60.92,89.28,11,0,0,0,Contamination
ORD-1330,CUST-0056,MAT-003,MC-004,PROD-023,AtlasSystems,12,OSP,9/8/2023,9/17/2023,10/6/2023,9/17/2023,35,40,1,0,35,44.54,72.9,27.79,92.43,9,0,0,0,Over-etch
ORD-1331,CUST-0301,MAT-002,MC-027,PROD-027,Electro Connect Group,16,HASL,9/6/2023,9/27/2023,10/2/2023,9/27/2023,42,52,2,0,42,24.38,96.05,43.98,108.22,21,0,0,0,Short circuit
ORD-1332,CUST-0149,MAT-004,MC-027,PROD-006,Fabrication Group,6,ENIG,3/2/2023,3/9/2023,4/6/2023,3/9/2023,35,45,3,0,35,51.01,89.7,47.09,99.2,7,0,0,0,Delamination
ORD-1333,CUST-0168,MAT-004,MC-008,PROD-031,Quick AS,20,ENIG,4/18/2023,5/17/2023,5/13/2023,5/13/2023,53,66,3,0,53,66.72,61.71,35.91,95.72,29,0,0,0,Short circuit
ORD-1334,CUST-0294,MAT-002,MC-019,PROD-008,Net Inc,6,OSP,4/15/2023,5/3/2023,5/13/2023,5/20/2023,20,23,1,0,20,31.63,103.4,46.88,80.68,18,1,7,0,Contamination
ORD-1335,CUST-0065,MAT-002,MC-035,PROD-033,SignalGmbH,20,OSP,9/11/2023,10/2/2023,10/6/2023,10/11/2023,51,65,1,0,51,39.54,103.75,31.91,41.47,21,1,5,0,Over-etch
ORD-1336,CUST-0023,MAT-001,MC-021,PROD-025,Tech AS,12,Hard Gold,8/12/2023,8/20/2023,9/14/2023,8/20/2023,60,71,6,0,60,86.14,114.49,69.0,67.34,8,0,0,0,Delamination
ORD-1337,CUST-0226,MAT-003,MC-013,PROD-015,GammaData,8,Hard Gold,6/5/2023,7/3/2023,7/7/2023,7/3/2023,25,31,2,0,25,38.59,87.55,28.35,75.93,28,0,0,0,Contamination
ORD-1338,CUST-0245,MAT-003,MC-004,PROD-038,ApexAssembly,24,OSP,3/21/2023,4/1/2023,4/24/2023,4/1/2023,28,34,0,0,28,42.58,133.96,44.56,92.5,11,0,0,0,
ORD-1339,CUST-0056,MAT-006,MC-035,PROD-041,AtlasSystems,30,ENIG,7/6/2023,7/23/2023,8/4/2023,7/23/2023,40,46,3,0,40,136.03,88.57,30.29,75.44,17,0,0,0,Short circuit
ORD-1340,CUST-0277,MAT-004,MC-022,PROD-022,TechModule,12,HASL,11/21/2023,12/17/2023,12/24/2023,12/17/2023,37,43,5,0,37,79.68,67.14,22.6,46.36,26,0,0,0,AOI defect
ORD-1341,CUST-0195,MAT-004,MC-008,PROD-028,FabricationElectronics,16,OSP,9/5/2023,9/24/2023,10/15/2023,9/24/2023,52,66,4,0,52,56.59,72.31,34.96,41.2,19,0,0,0,Short circuit
ORD-1342,CUST-0166,MAT-006,MC-010,PROD-021,OmegaSignal,12,ENIG,4/14/2023,4/26/2023,5/23/2023,4/26/2023,34,42,3,0,34,101.11,135.6,43.57,74.2,12,0,0,0,AOI defect
ORD-1343,CUST-0228,MAT-002,MC-008,PROD-004,RigidLLC,4,Immersion Gold,9/20/2023,10/16/2023,10/16/2023,10/13/2023,44,55,4,0,44,44.54,136.01,63.6,59.66,26,0,0,0,Over-etch
ORD-1344,CUST-0064,MAT-001,MC-010,PROD-035,Ultra Board GmbH,20,Hard Gold,7/24/2023,8/6/2023,8/27/2023,8/6/2023,22,27,1,0,22,27.67,73.94,30.01,63.55,13,0,0,0,AOI defect
ORD-1345,CUST-0261,MAT-001,MC-033,PROD-005,TronLtd,4,Hard Gold,11/23/2023,12/23/2023,12/21/2023,12/20/2023,53,68,4,0,53,41.1,72.16,28.59,76.29,30,0,0,0,AOI defect
ORD-1346,CUST-0330,MAT-006,MC-002,PROD-030,SignalAS,16,Hard Gold,11/7/2023,11/19/2023,12/5/2023,12/11/2023,49,57,3,0,49,98.34,88.59,21.67,70.73,12,1,6,0,Contamination
ORD-1347,CUST-0193,MAT-006,MC-022,PROD-042,Circuit Systems,30,HASL,10/17/2023,11/3/2023,11/15/2023,11/3/2023,59,76,2,0,59,72.32,107.54,31.43,64.76,17,0,0,0,Short circuit
ORD-1348,CUST-0250,MAT-005,MC-001,PROD-034,PrimeAssembly,20,Immersion Gold,9/15/2023,9/22/2023,10/18/2023,10/22/2023,38,47,6,0,38,114.08,83.54,29.64,110.62,7,1,4,0,Short circuit
ORD-1349,CUST-0063,MAT-005,MC-011,PROD-014,Wave Industries,8,Immersion Gold,4/19/2023,5/3/2023,5/22/2023,5/3/2023,50,60,3,0,50,29.26,77.76,40.3,42.94,14,0,0,0,AOI defect
ORD-1350,CUST-0068,MAT-005,MC-007,PROD-003,ApexFabrication,4,OSP,10/22/2023,11/1/2023,11/29/2023,11/1/2023,56,71,6,0,56,141.03,110.39,46.35,87.6,10,0,0,0,AOI defect
ORD-1351,CUST-0050,MAT-004,MC-031,PROD-037,Ultra Group,24,HASL,10/6/2023,10/22/2023,11/10/2023,10/22/2023,49,61,0,0,49,146.77,126.1,61.83,45.19,16,0,0,0,
ORD-1352,CUST-0317,MAT-003,MC-025,PROD-037,Logic Industries,24,HASL,6/4/2023,6/17/2023,6/30/2023,6/17/2023,37,44,0,0,37,60.17,124.3,63.98,118.9,13,0,0,0,
ORD-1353,CUST-0128,MAT-006,MC-017,PROD-003,Superior Inc,4,OSP,5/20/2023,6/15/2023,6/29/2023,6/15/2023,40,47,2,0,40,86.88,78.81,32.85,96.69,26,0,0,0,Short circuit
ORD-1354,CUST-0045,MAT-005,MC-033,PROD-036,Delta Solutions,24,ENIG,12/1/2023,12/14/2023,1/8/2024,12/14/2023,27,31,0,0,27,37.54,105.58,39.01,91.25,13,0,0,0,
ORD-1355,CUST-0143,MAT-005,MC-025,PROD-013,Superior AS,8,OSP,8/9/2023,8/16/2023,9/6/2023,8/16/2023,24,28,0,0,24,37.03,116.35,59.45,106.56,7,0,0,0,
ORD-1356,CUST-0114,MAT-002,MC-022,PROD-017,Apex Logic LLC,10,HASL,4/27/2023,5/24/2023,5/26/2023,5/23/2023,41,52,2,0,41,72.12,93.81,28.22,102.72,27,0,0,0,AOI defect
ORD-1357,CUST-0064,MAT-001,MC-006,PROD-022,Ultra Board GmbH,12,HASL,6/24/2023,7/18/2023,7/19/2023,7/17/2023,23,29,2,0,23,30.55,115.97,48.65,117.57,24,0,0,0,Delamination
ORD-1358,CUST-0324,MAT-004,MC-031,PROD-034,Plus Tron International,20,Immersion Gold,5/1/2023,5/27/2023,6/7/2023,5/27/2023,41,53,4,0,41,133.32,120.52,61.58,65.16,26,0,0,0,Over-etch
ORD-1359,CUST-0235,MAT-006,MC-010,PROD-025,Solutions Solutions,12,Hard Gold,1/14/2023,1/27/2023,2/17/2023,1/27/2023,25,30,5,0,25,80.55,130.1,41.49,75.5,13,0,0,0,Delamination
ORD-1360,CUST-0042,MAT-003,MC-013,PROD-011,ManufacturingInc,8,ENIG,1/16/2023,2/1/2023,2/20/2023,2/1/2023,52,61,2,0,52,127.7,132.19,41.86,50.62,16,0,0,0,Over-etch
ORD-1361,CUST-0084,MAT-006,MC-006,PROD-043,DataTechnologies,30,OSP,9/15/2023,9/23/2023,10/12/2023,9/23/2023,44,55,0,0,44,40.42,123.03,45.51,41.8,8,0,0,0,
ORD-1362,CUST-0046,MAT-003,MC-028,PROD-035,QuantumLogic,20,Hard Gold,9/21/2023,10/12/2023,10/19/2023,10/12/2023,33,39,5,0,33,35.76,68.11,45.02,81.12,21,0,0,0,Delamination
ORD-1363,CUST-0107,MAT-006,MC-006,PROD-037,Inno Rigid GmbH,24,HASL,4/12/2023,5/5/2023,5/9/2023,5/23/2023,55,65,13,8,55,142.61,110.19,34.5,50.41,23,1,14,1,Delamination
ORD-1364,CUST-0205,MAT-002,MC-021,PROD-004,HyperCircuit,4,Immersion Gold,6/22/2023,7/31/2023,7/28/2023,8/11/2023,23,26,4,6,23,16.76,108.92,42.41,104.74,39,1,14,1,Short circuit
ORD-1365,CUST-0129,MAT-001,MC-016,PROD-043,OmegaInterface,30,OSP,2/25/2023,3/21/2023,3/31/2023,4/19/2023,49,60,12,5,49,41.4,144.35,37.39,111.66,24,1,19,1,Contamination
ORD-1366,CUST-0342,MAT-001,MC-026,PROD-001,PowerGmbH,4,ENIG,4/12/2023,5/3/2023,5/22/2023,5/26/2023,45,52,1,0,45,15.33,106.11,23.02,62.58,21,1,4,0,Delamination
ORD-1367,CUST-0252,MAT-002,MC-019,PROD-006,MetaSignal,6,ENIG,5/19/2023,6/5/2023,6/15/2023,6/5/2023,28,34,2,0,28,25.01,94.75,47.79,83.84,17,0,0,0,AOI defect
ORD-1368,CUST-0304,MAT-001,MC-008,PROD-043,Neo Signal International,30,OSP,12/13/2023,1/7/2024,1/17/2024,1/7/2024,24,28,1,0,24,10.12,116.08,56.55,96.95,25,0,0,0,Drill offset
ORD-1369,CUST-0117,MAT-005,MC-033,PROD-004,FabricationLLC,4,Immersion Gold,10/4/2023,10/25/2023,11/3/2023,10/25/2023,57,70,0,0,57,37.62,78.83,23.95,101.71,21,0,0,0,
ORD-1370,CUST-0235,MAT-004,MC-032,PROD-034,Solutions Solutions,20,Immersion Gold,5/16/2023,5/23/2023,6/14/2023,5/23/2023,23,26,2,0,23,44.0,91.93,30.23,55.65,7,0,0,0,Contamination
ORD-1371,CUST-0347,MAT-003,MC-035,PROD-016,Apex Multi Solutions,10,ENIG,8/11/2023,9/9/2023,9/16/2023,9/9/2023,39,48,1,0,39,78.8,108.45,32.35,108.2,29,0,0,0,Drill offset
ORD-1372,CUST-0338,MAT-003,MC-001,PROD-006,Meta Corp,6,ENIG,2/18/2023,3/6/2023,3/15/2023,3/6/2023,23,26,2,0,23,43.45,107.03,32.87,74.82,16,0,0,0,AOI defect
ORD-1373,CUST-0191,MAT-002,MC-025,PROD-031,Omega SA,20,ENIG,4/6/2023,4/26/2023,5/5/2023,4/26/2023,50,58,4,0,50,22.16,58.23,40.61,97.71,20,0,0,0,Delamination
ORD-1374,CUST-0095,MAT-003,MC-033,PROD-023,Beta SpA,12,OSP,6/14/2023,7/13/2023,7/22/2023,7/13/2023,28,32,1,0,28,45.53,98.48,33.52,68.42,29,0,0,0,Drill offset
ORD-1375,CUST-0332,MAT-005,MC-012,PROD-001,AlphaFabrication,4,ENIG,4/20/2023,5/13/2023,5/23/2023,5/13/2023,20,24,0,0,20,10.81,66.58,38.27,69.49,23,0,0,0,
ORD-1376,CUST-0162,MAT-006,MC-025,PROD-028,MultiSolutions,16,OSP,7/23/2023,8/13/2023,8/19/2023,8/13/2023,25,29,2,0,25,33.1,110.78,61.79,93.5,21,0,0,0,Delamination
ORD-1377,CUST-0155,MAT-006,MC-010,PROD-001,PowerInc,4,ENIG,8/18/2023,9/9/2023,9/26/2023,9/9/2023,57,68,10,0,57,141.54,81.77,31.08,118.22,22,0,0,0,AOI defect
ORD-1378,CUST-0220,MAT-004,MC-028,PROD-011,BetaPCB,8,ENIG,5/6/2023,5/31/2023,6/8/2023,6/12/2023,22,27,0,0,22,48.82,106.61,69.74,63.34,25,1,4,0,
ORD-1379,CUST-0258,MAT-004,MC-007,PROD-003,Assembly AG,4,OSP,9/1/2023,9/16/2023,9/30/2023,9/16/2023,38,46,5,0,38,114.95,57.14,29.18,53.97,15,0,0,0,Delamination
ORD-1380,CUST-0006,MAT-001,MC-033,PROD-041,Tron SA,30,ENIG,7/5/2023,7/24/2023,8/9/2023,8/16/2023,48,57,12,7,48,70.62,147.8,34.46,107.01,19,1,7,1,Short circuit
ORD-1381,CUST-0057,MAT-002,MC-028,PROD-043,SuperiorManufacturing,30,OSP,9/14/2023,10/9/2023,10/20/2023,10/23/2023,44,52,3,0,44,62.7,64.19,49.48,71.9,25,1,3,0,Short circuit
ORD-1382,CUST-0292,MAT-001,MC-029,PROD-034,SuperiorSystems,20,Immersion Gold,5/24/2023,6/4/2023,7/1/2023,7/8/2023,54,63,2,0,54,41.95,124.54,52.87,94.63,11,1,7,0,Delamination
ORD-1383,CUST-0014,MAT-002,MC-022,PROD-034,Industries Global,20,Immersion Gold,1/18/2023,2/2/2023,2/22/2023,2/2/2023,60,72,4,0,60,39.07,100.89,29.09,94.02,15,0,0,0,Contamination
ORD-1384,CUST-0323,MAT-006,MC-035,PROD-021,SwiftMulti,12,ENIG,4/22/2023,5/9/2023,5/17/2023,5/9/2023,57,72,4,0,57,34.14,61.67,23.51,75.68,17,0,0,0,Short circuit
ORD-1385,CUST-0191,MAT-001,MC-036,PROD-014,Omega SA,8,Immersion Gold,4/10/2023,5/8/2023,5/11/2023,5/8/2023,36,42,5,0,36,40.0,80.62,32.69,50.39,28,0,0,0,Over-etch
ORD-1386,CUST-0028,MAT-001,MC-003,PROD-021,PlusBoard,12,ENIG,8/21/2023,9/5/2023,9/24/2023,9/5/2023,56,71,9,0,56,62.19,114.98,40.32,74.16,15,0,0,0,Short circuit
ORD-1387,CUST-0288,MAT-003,MC-004,PROD-033,QuantumFabrication,20,OSP,11/25/2023,12/14/2023,1/1/2024,12/14/2023,40,47,1,0,40,41.54,104.66,42.31,45.55,19,0,0,0,AOI defect
ORD-1388,CUST-0156,MAT-001,MC-034,PROD-035,HyperConnect,20,Hard Gold,12/7/2023,12/31/2023,1/14/2024,12/31/2023,59,71,0,0,59,83.67,96.35,69.99,45.83,24,0,0,0,
ORD-1389,CUST-0008,MAT-002,MC-016,PROD-020,Pro LLC,10,Hard Gold,7/9/2023,7/17/2023,8/15/2023,7/17/2023,48,55,3,0,48,77.19,102.07,30.23,115.19,8,0,0,0,AOI defect
ORD-1390,CUST-0312,MAT-004,MC-027,PROD-033,Semi Corp,20,OSP,6/14/2023,6/28/2023,7/9/2023,6/28/2023,45,57,4,0,45,38.72,114.88,49.15,66.68,14,0,0,0,Over-etch
ORD-1391,CUST-0087,MAT-003,MC-002,PROD-003,SwiftLogic,4,OSP,5/2/2023,5/11/2023,6/10/2023,5/11/2023,60,77,2,0,60,132.4,64.51,18.71,70.73,9,0,0,0,Delamination
ORD-1392,CUST-0162,MAT-001,MC-032,PROD-003,MultiSolutions,4,OSP,4/23/2023,5/20/2023,6/1/2023,5/20/2023,44,56,1,0,44,11.73,76.82,22.3,59.08,27,0,0,0,AOI defect
ORD-1393,CUST-0245,MAT-002,MC-031,PROD-003,ApexAssembly,4,OSP,6/26/2023,7/3/2023,7/22/2023,7/3/2023,54,67,6,0,54,83.66,58.9,36.67,104.57,7,0,0,0,Drill offset
ORD-1394,CUST-0242,MAT-005,MC-010,PROD-034,Digital GmbH,20,Immersion Gold,8/15/2023,9/14/2023,9/13/2023,9/13/2023,54,63,5,0,54,94.71,105.42,44.77,96.1,30,0,0,0,AOI defect
ORD-1395,CUST-0012,MAT-003,MC-026,PROD-010,Link AB,6,Hard Gold,3/6/2023,4/1/2023,4/5/2023,4/1/2023,60,69,5,0,60,143.81,71.29,17.23,103.93,26,0,0,0,Drill offset
ORD-1396,CUST-0286,MAT-002,MC-009,PROD-016,Quantum Electronics,10,ENIG,4/26/2023,5/15/2023,5/31/2023,5/15/2023,32,38,3,0,32,23.96,114.89,42.91,43.65,19,0,0,0,Contamination
ORD-1397,CUST-0257,MAT-003,MC-009,PROD-006,BoardSystems,6,ENIG,3/3/2023,3/21/2023,4/2/2023,3/21/2023,27,32,0,0,27,19.71,120.49,39.12,70.09,18,0,0,0,
ORD-1398,CUST-0197,MAT-003,MC-005,PROD-019,Omega Fabrication Industries,10,Immersion Gold,3/16/2023,4/10/2023,4/19/2023,4/10/2023,25,28,3,0,25,50.82,81.34,28.15,81.85,25,0,0,0,Contamination
ORD-1399,CUST-0006,MAT-002,MC-009,PROD-012,Tron SA,8,HASL,6/6/2023,6/15/2023,7/10/2023,6/15/2023,59,73,5,0,59,68.88,89.06,26.03,118.14,9,0,0,0,Over-etch
ORD-1400,CUST-0175,MAT-006,MC-027,PROD-041,PlusFlex,30,ENIG,8/28/2023,9/12/2023,9/23/2023,9/12/2023,54,66,3,0,54,158.39,125.92,63.01,54.11,15,0,0,0,Short circuit
ORD-1401,CUST-0164,MAT-006,MC-013,PROD-023,GammaSignal,12,OSP,8/2/2023,8/28/2023,9/10/2023,9/16/2023,23,28,1,0,23,16.52,88.12,33.21,42.33,26,1,6,0,Delamination
ORD-1402,CUST-0304,MAT-006,MC-013,PROD-026,Neo Signal International,16,ENIG,7/3/2023,8/2/2023,8/7/2023,8/2/2023,35,44,1,0,35,60.4,76.31,23.72,109.59,30,0,0,0,Short circuit
ORD-1403,CUST-0088,MAT-002,MC-028,PROD-015,Alpha Layer Holdings,8,Hard Gold,5/8/2023,5/21/2023,6/16/2023,5/21/2023,24,29,2,0,24,11.16,115.7,76.26,118.04,13,0,0,0,Short circuit
ORD-1404,CUST-0011,MAT-001,MC-036,PROD-033,Gamma Industries,20,OSP,4/5/2023,4/26/2023,5/13/2023,4/26/2023,22,27,3,0,22,11.15,74.2,37.81,103.57,21,0,0,0,Drill offset
ORD-1405,CUST-0129,MAT-002,MC-004,PROD-035,OmegaInterface,20,Hard Gold,12/6/2023,12/29/2023,1/15/2024,12/29/2023,56,72,0,0,56,71.17,109.97,42.88,98.4,23,0,0,0,
ORD-1406,CUST-0164,MAT-004,MC-025,PROD-044,GammaSignal,30,Immersion Gold,9/8/2023,9/19/2023,10/3/2023,9/19/2023,35,41,3,0,35,19.64,103.15,55.72,42.69,11,0,0,0,Over-etch
ORD-1407,CUST-0214,MAT-002,MC-011,PROD-017,Mega Board SA,10,HASL,7/16/2023,8/14/2023,8/23/2023,8/14/2023,26,31,5,0,26,21.06,92.9,43.49,41.27,29,0,0,0,AOI defect
ORD-1408,CUST-0073,MAT-005,MC-022,PROD-031,Solutions Ltd,20,ENIG,8/6/2023,8/27/2023,9/14/2023,8/27/2023,49,62,0,0,49,50.52,125.7,34.36,96.31,21,0,0,0,
ORD-1409,CUST-0086,MAT-006,MC-036,PROD-011,InterfaceHoldings,8,ENIG,1/21/2023,2/10/2023,2/23/2023,2/10/2023,24,28,1,0,24,75.4,78.37,31.55,98.86,20,0,0,0,Delamination
ORD-1410,CUST-0221,MAT-002,MC-017,PROD-044,Digital Layer Industries,30,Immersion Gold,1/22/2023,1/30/2023,2/27/2023,1/30/2023,43,55,9,0,43,52.12,100.93,49.38,66.79,8,0,0,0,Over-etch
ORD-1411,CUST-0194,MAT-002,MC-005,PROD-003,Tech Component Manufacturing,4,OSP,7/21/2023,8/3/2023,8/22/2023,8/3/2023,50,63,5,0,50,54.92,78.47,33.21,69.83,13,0,0,0,Contamination
ORD-1412,CUST-0139,MAT-001,MC-009,PROD-013,Beta Solutions Manufacturing,8,OSP,6/17/2023,7/3/2023,7/26/2023,7/3/2023,53,67,3,0,53,25.33,105.19,41.15,71.25,16,0,0,0,Over-etch
ORD-1413,CUST-0090,MAT-005,MC-004,PROD-045,Nano Assembly Solutions,30,Hard Gold,3/3/2023,3/16/2023,3/28/2023,3/16/2023,26,30,4,0,26,45.29,98.69,33.15,41.72,13,0,0,0,Short circuit
ORD-1414,CUST-0094,MAT-005,MC-033,PROD-019,Max Industries,10,Immersion Gold,4/1/2023,4/18/2023,5/6/2023,4/18/2023,34,43,1,0,34,63.27,114.2,33.85,64.52,17,0,0,0,Over-etch
ORD-1415,CUST-0051,MAT-003,MC-015,PROD-014,BoardSolutions,8,Immersion Gold,10/8/2023,10/26/2023,11/11/2023,10/26/2023,50,60,4,0,50,99.42,75.73,28.38,54.58,18,0,0,0,Short circuit
ORD-1416,CUST-0178,MAT-006,MC-005,PROD-027,Solutions LLC,16,HASL,3/23/2023,4/24/2023,4/28/2023,5/8/2023,29,34,8,5,29,34.91,150.86,39.84,118.24,32,1,10,1,Over-etch
ORD-1417,CUST-0109,MAT-005,MC-003,PROD-038,Gamma Solutions,24,OSP,3/15/2023,3/22/2023,4/21/2023,3/22/2023,54,70,0,0,54,185.46,110.42,40.43,117.61,7,0,0,0,
ORD-1418,CUST-0181,MAT-003,MC-022,PROD-028,Phoenix Solutions Global,16,OSP,7/17/2023,8/14/2023,8/15/2023,8/12/2023,41,51,4,0,41,53.88,71.25,20.42,43.21,28,0,0,0,Over-etch
ORD-1419,CUST-0132,MAT-004,MC-035,PROD-027,SigmaTech,16,HASL,8/4/2023,8/22/2023,8/31/2023,8/22/2023,39,44,0,0,39,80.13,90.01,26.18,62.23,18,0,0,0,
ORD-1420,CUST-0099,MAT-003,MC-016,PROD-016,DigitalRigid,10,ENIG,1/18/2023,1/31/2023,2/27/2023,1/31/2023,48,60,5,0,48,136.72,77.73,26.13,108.3,13,0,0,0,Drill offset
ORD-1421,CUST-0142,MAT-003,MC-033,PROD-034,DataHoldings,20,Immersion Gold,5/12/2023,5/21/2023,6/12/2023,5/21/2023,20,23,2,0,20,44.17,89.6,30.58,53.1,9,0,0,0,Over-etch
ORD-1422,CUST-0216,MAT-006,MC-026,PROD-042,DigitalManufacturing,30,HASL,9/14/2023,9/27/2023,10/18/2023,9/27/2023,46,53,0,0,46,33.34,136.97,30.52,47.08,13,0,0,0,
ORD-1423,CUST-0311,MAT-003,MC-015,PROD-027,LayerAB,16,HASL,6/9/2023,6/22/2023,7/9/2023,6/22/2023,46,54,2,0,46,81.97,74.36,25.48,106.77,13,0,0,0,Short circuit
ORD-1424,CUST-0102,MAT-002,MC-006,PROD-030,Logic Systems,16,Hard Gold,5/18/2023,6/3/2023,6/27/2023,6/3/2023,49,58,0,0,49,43.91,102.11,38.45,59.58,16,0,0,0,
ORD-1425,CUST-0139,MAT-005,MC-011,PROD-021,Beta Solutions Manufacturing,12,ENIG,3/9/2023,3/31/2023,4/16/2023,3/31/2023,51,66,13,0,51,179.06,112.44,63.82,98.64,22,0,0,0,Over-etch
ORD-1426,CUST-0052,MAT-003,MC-017,PROD-011,Industries AB,8,ENIG,1/9/2023,1/20/2023,2/14/2023,1/20/2023,30,37,6,0,30,40.87,121.18,45.55,43.9,11,0,0,0,Contamination
ORD-1427,CUST-0123,MAT-003,MC-005,PROD-020,Alpha Industries,10,Hard Gold,5/21/2023,5/31/2023,6/20/2023,5/31/2023,24,29,0,0,24,61.0,101.64,39.33,94.84,10,0,0,0,
ORD-1428,CUST-0074,MAT-006,MC-010,PROD-042,Swift Global,30,HASL,8/4/2023,8/27/2023,9/7/2023,8/27/2023,54,66,0,0,54,106.81,110.31,44.83,57.43,23,0,0,0,
ORD-1429,CUST-0065,MAT-002,MC-015,PROD-040,SignalGmbH,24,Hard Gold,7/27/2023,8/20/2023,8/24/2023,8/20/2023,32,40,2,0,32,14.34,61.5,27.66,67.86,24,0,0,0,Over-etch
ORD-1430,CUST-0323,MAT-001,MC-025,PROD-035,SwiftMulti,20,Hard Gold,8/5/2023,8/17/2023,9/8/2023,9/15/2023,48,61,4,0,48,18.36,77.41,42.77,95.04,12,1,7,0,Delamination
ORD-1431,CUST-0181,MAT-002,MC-011,PROD-013,Phoenix Solutions Global,8,OSP,5/7/2023,5/16/2023,6/1/2023,5/16/2023,28,36,2,0,28,9.37,78.27,38.88,81.08,9,0,0,0,AOI defect
ORD-1432,CUST-0189,MAT-006,MC-019,PROD-030,Delta Global,16,Hard Gold,2/4/2023,2/14/2023,3/4/2023,2/14/2023,36,41,0,0,36,86.94,81.7,40.57,42.34,10,0,0,0,
ORD-1433,CUST-0034,MAT-003,MC-005,PROD-040,Digital Module Corp,24,Hard Gold,3/24/2023,4/16/2023,4/25/2023,4/16/2023,37,47,0,0,37,25.5,85.68,36.83,57.36,23,0,0,0,
ORD-1434,CUST-0301,MAT-006,MC-027,PROD-032,Electro Connect Group,20,HASL,4/10/2023,4/23/2023,5/20/2023,4/23/2023,30,38,3,0,30,64.5,113.15,62.67,68.39,13,0,0,0,AOI defect
ORD-1435,CUST-0112,MAT-001,MC-036,PROD-025,HyperInterface,12,Hard Gold,5/7/2023,5/26/2023,6/16/2023,7/2/2023,52,61,14,9,52,57.87,111.04,45.45,66.25,19,1,16,1,AOI defect
ORD-1436,CUST-0094,MAT-005,MC-013,PROD-035,Max Industries,20,Hard Gold,3/10/2023,3/24/2023,4/17/2023,3/24/2023,49,60,5,0,49,49.44,76.65,23.1,78.05,14,0,0,0,Drill offset
ORD-1437,CUST-0017,MAT-002,MC-031,PROD-043,Inno Industries,30,OSP,8/6/2023,8/27/2023,9/2/2023,8/27/2023,20,25,0,0,20,18.38,89.29,55.92,114.02,21,0,0,0,
ORD-1438,CUST-0084,MAT-004,MC-002,PROD-024,DataTechnologies,12,Immersion Gold,12/3/2023,12/13/2023,1/4/2024,12/13/2023,43,55,3,0,43,58.74,113.47,27.24,61.84,10,0,0,0,Drill offset
ORD-1439,CUST-0120,MAT-004,MC-027,PROD-019,Quick GmbH,10,Immersion Gold,10/21/2023,11/13/2023,11/23/2023,11/13/2023,45,54,4,0,45,34.93,80.6,40.03,90.27,23,0,0,0,Drill offset
